,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
IGHG3,IGHG3,4.12E-06,-6.183457115,0.26,0.386,0.078784607,TAM
HOPX,HOPX,4.13E-06,-0.464899247,0.039,0.16,0.078983228,TAM
CXorf36,CXorf36,4.20E-06,-0.353696213,0.015,0.12,0.080235098,TAM
ECM2,ECM2,4.34E-06,-0.262620457,0.005,0.104,0.082891105,TAM
EMC7,EMC7,4.51E-06,-0.333685246,0.225,0.404,0.08621961,TAM
WDR60,WDR60,4.52E-06,-0.261325883,0.039,0.161,0.086356438,TAM
ATP2B4,ATP2B4,4.60E-06,-0.362345772,0.059,0.184,0.087818181,TAM
TRBC1,TRBC1,4.62E-06,-1.203126348,0.034,0.148,0.08822453,TAM
HIBCH,HIBCH,4.66E-06,-0.3110469,0.078,0.214,0.089048506,TAM
C7orf55,C7orf55,4.70E-06,-0.259633656,0.083,0.225,0.089815419,TAM
PITPNB,PITPNB,4.70E-06,-0.26072614,0.093,0.241,0.089868455,TAM
PGRMC1,PGRMC1,4.76E-06,-0.47589693,0.157,0.303,0.090974161,TAM
TRAPPC4,TRAPPC4,4.76E-06,-0.281927693,0.098,0.242,0.09100119,TAM
MAGEH1,MAGEH1,4.78E-06,-0.297489913,0.074,0.208,0.09136631,TAM
SGCE,SGCE,4.83E-06,-0.293152678,0.015,0.119,0.09237405,TAM
RNF115,RNF115,4.87E-06,-0.355460061,0.118,0.264,0.093027688,TAM
SOX4,SOX4,4.89E-06,-0.568632164,0.152,0.309,0.093410397,TAM
RNF11,RNF11,4.89E-06,-0.337424656,0.108,0.25,0.093472544,TAM
ASPN,ASPN,5.05E-06,-1.079701565,0.02,0.126,0.096397072,TAM
TTC28,TTC28,5.06E-06,-0.250597694,0.02,0.128,0.096607589,TAM
PLEKHG1,PLEKHG1,5.08E-06,-0.264554402,0.01,0.111,0.097134194,TAM
LYST,LYST,5.14E-06,0.341847872,0.255,0.145,0.098149065,TAM
SERPINE2,SERPINE2,5.15E-06,-0.575616141,0.02,0.127,0.098303572,TAM
SNRK,SNRK,5.28E-06,-0.331943839,0.074,0.209,0.100959779,TAM
RHOQ,RHOQ,5.32E-06,0.279695249,0.201,0.103,0.101629323,TAM
AFAP1L1,AFAP1L1,5.37E-06,-0.2685844,0.005,0.101,0.102624534,TAM
SH3BP2,SH3BP2,5.43E-06,0.278805295,0.211,0.11,0.103715562,TAM
UPF3A,UPF3A,5.50E-06,-0.334355859,0.147,0.301,0.104998179,TAM
CSAD,CSAD,5.57E-06,-0.262595414,0.044,0.165,0.106439859,TAM
ITIH2,ITIH2,5.58E-06,-0.529860024,0.01,0.11,0.106666988,TAM
HEY1,HEY1,5.60E-06,-0.446446522,0.02,0.127,0.107034799,TAM
PTGR1,PTGR1,5.66E-06,-0.544003309,0.093,0.223,0.108112805,TAM
AEBP1,AEBP1,5.71E-06,-0.421884752,0.01,0.11,0.109103076,TAM
NFASC,NFASC,5.72E-06,-0.294813796,0.02,0.127,0.109214089,TAM
PNISR,PNISR,5.72E-06,-0.430105763,0.407,0.57,0.109247451,TAM
OXA1L,OXA1L,5.72E-06,0.451648259,0.387,0.278,0.109374529,TAM
ITGA10,ITGA10,5.79E-06,-0.295237188,0.005,0.101,0.110582012,TAM
HGSNAT,HGSNAT,5.80E-06,0.283400357,0.221,0.12,0.110856201,TAM
SHKBP1,SHKBP1,5.82E-06,0.317193684,0.294,0.179,0.111263815,TAM
RND1,RND1,5.83E-06,-0.428418735,0.034,0.148,0.111465625,TAM
GSTA1,GSTA1,5.87E-06,-1.036050883,0.02,0.124,0.112221494,TAM
AQP3,AQP3,5.92E-06,-0.271298254,0.005,0.101,0.113101808,TAM
RANBP2,RANBP2,5.92E-06,0.394900633,0.304,0.19,0.113161831,TAM
ENG,ENG,5.98E-06,-1.208807962,0.196,0.312,0.114234512,TAM
CD3E,CD3E,6.01E-06,-0.747596836,0.034,0.144,0.114908948,TAM
ZNF667-AS1,ZNF667-AS1,6.06E-06,-0.251230017,0.02,0.126,0.115759207,TAM
DYSF,DYSF,6.15E-06,-0.303377175,0.02,0.125,0.117477822,TAM
POLR2F,POLR2F,6.25E-06,-0.390412236,0.294,0.462,0.119491329,TAM
LOXL2,LOXL2,6.26E-06,-0.251615631,0.005,0.101,0.11951168,TAM
NT5C3A,NT5C3A,6.30E-06,-0.309434598,0.098,0.24,0.120356937,TAM
TDO2,TDO2,6.30E-06,-0.536434045,0.01,0.109,0.120388182,TAM
MYH9,MYH9,6.31E-06,-0.564497134,0.314,0.441,0.120554403,TAM
PELO,PELO,6.50E-06,-0.318685875,0.074,0.208,0.124142474,TAM
RSRC2,RSRC2,6.54E-06,-0.412120765,0.333,0.505,0.124946432,TAM
CLNS1A,CLNS1A,6.62E-06,0.400139429,0.377,0.266,0.126429985,TAM
TMEM106B,TMEM106B,6.64E-06,-0.286765173,0.083,0.218,0.126933393,TAM
ITGA7,ITGA7,6.76E-06,-0.358469399,0.015,0.116,0.129132148,TAM
ERGIC2,ERGIC2,6.80E-06,-0.330176656,0.206,0.375,0.129850471,TAM
CPM,CPM,6.85E-06,0.461145021,0.284,0.173,0.13095994,TAM
ROBO4,ROBO4,6.95E-06,-0.409649998,0.039,0.153,0.132860244,TAM
UVRAG,UVRAG,7.00E-06,0.263909989,0.186,0.093,0.133815323,TAM
EIF3F,EIF3F,7.08E-06,0.290390191,0.735,0.608,0.13520881,TAM
GIMAP6,GIMAP6,7.11E-06,-0.356616807,0.034,0.144,0.135915353,TAM
NFIC,NFIC,7.15E-06,-0.339877166,0.181,0.33,0.136557276,TAM
BNIP3L,BNIP3L,7.27E-06,0.460817274,0.431,0.298,0.13887418,TAM
NDUFS2,NDUFS2,7.43E-06,-0.366821098,0.186,0.34,0.141945503,TAM
AAMDC,AAMDC,7.59E-06,-0.266924097,0.127,0.282,0.144949966,TAM
SNX29,SNX29,7.61E-06,0.251605211,0.167,0.08,0.145308215,TAM
RRAS,RRAS,7.64E-06,-0.333093174,0.054,0.175,0.146024458,TAM
TRIM56,TRIM56,7.67E-06,-0.35532767,0.113,0.253,0.146513404,TAM
ARRDC1,ARRDC1,7.77E-06,0.262256534,0.235,0.132,0.148538214,TAM
GTF2B,GTF2B,7.77E-06,0.300129337,0.328,0.211,0.148540492,TAM
DAPK3,DAPK3,7.85E-06,-0.284308122,0.059,0.182,0.149919551,TAM
GFOD1,GFOD1,7.87E-06,-0.332880244,0.039,0.154,0.150370949,TAM
SIPA1L1,SIPA1L1,7.94E-06,0.256610379,0.172,0.082,0.15165523,TAM
PPP1R12A,PPP1R12A,8.04E-06,-0.553015257,0.216,0.354,0.153650117,TAM
JMJD1C,JMJD1C,8.08E-06,0.313907807,0.559,0.411,0.154398839,TAM
JADE1,JADE1,8.22E-06,-0.295365416,0.059,0.185,0.157131049,TAM
DGKH,DGKH,8.44E-06,-0.290586617,0.039,0.155,0.161303841,TAM
GUCY1A3,GUCY1A3,8.57E-06,-0.376426678,0.039,0.153,0.163707907,TAM
SCPEP1,SCPEP1,8.57E-06,0.369692776,0.333,0.216,0.163711657,TAM
RTN4,RTN4,8.62E-06,0.312147887,0.672,0.518,0.164728395,TAM
CD46,CD46,8.76E-06,-0.305514824,0.147,0.306,0.167460012,TAM
RASAL2,RASAL2,9.09E-06,-0.279715131,0.054,0.175,0.173687074,TAM
BNIP3,BNIP3,9.31E-06,-0.333315666,0.098,0.238,0.177954997,TAM
SDC2,SDC2,9.34E-06,-0.528914054,0.108,0.244,0.178470347,TAM
SOCS3,SOCS3,9.42E-06,-1.039007997,0.461,0.546,0.180008398,TAM
SPNS1,SPNS1,9.46E-06,0.378364939,0.265,0.16,0.18073452,TAM
AC058791.1,AC058791.1,9.68E-06,0.267146047,0.137,0.061,0.184935148,TAM
CYLD,CYLD,9.73E-06,0.262304988,0.289,0.175,0.18593956,TAM
SMARCE1,SMARCE1,9.97E-06,-0.306749407,0.137,0.283,0.190430787,TAM
FAM214A,FAM214A,1.02E-05,-0.251086064,0.054,0.176,0.194912915,TAM
DDR2,DDR2,1.04E-05,-0.258392843,0.01,0.105,0.198885368,TAM
STX4,STX4,1.07E-05,0.377831318,0.289,0.179,0.203985556,TAM
1-Sep,44805,1.07E-05,-0.365048443,0.039,0.151,0.204100495,TAM
SMDT1,SMDT1,1.08E-05,0.287863455,0.632,0.542,0.207158317,TAM
ETHE1,ETHE1,1.09E-05,0.287846334,0.348,0.229,0.207384963,TAM
MID1IP1,MID1IP1,1.09E-05,0.342526566,0.216,0.117,0.2088049,TAM
ST6GALNAC6,ST6GALNAC6,1.12E-05,-0.294870707,0.059,0.18,0.214860716,TAM
IFT43,IFT43,1.13E-05,-0.274100177,0.083,0.216,0.215470853,TAM
HPS1,HPS1,1.14E-05,0.301149396,0.25,0.146,0.217920685,TAM
PDGFA,PDGFA,1.14E-05,-0.344724844,0.015,0.113,0.218336091,TAM
UBA2,UBA2,1.15E-05,-0.511265117,0.152,0.285,0.219247825,TAM
CCSER2,CCSER2,1.16E-05,-0.357429943,0.108,0.242,0.222028377,TAM
TMEM2,TMEM2,1.19E-05,-0.449025741,0.074,0.198,0.227496949,TAM
ZBTB43,ZBTB43,1.21E-05,0.411557666,0.255,0.153,0.23092789,TAM
CHCHD10,CHCHD10,1.21E-05,-0.310755097,0.108,0.253,0.231682115,TAM
RP11-160E2.6,RP11-160E2.6,1.23E-05,0.510585868,0.181,0.095,0.234453869,TAM
YWHAQ,YWHAQ,1.26E-05,-0.486974139,0.412,0.557,0.241231842,TAM
SSR1,SSR1,1.28E-05,0.439305989,0.48,0.386,0.244524644,TAM
CLU,CLU,1.32E-05,-1.514056977,0.147,0.269,0.251686861,TAM
ARHGEF7,ARHGEF7,1.32E-05,-0.347142073,0.083,0.211,0.252777389,TAM
DENND1B,DENND1B,1.33E-05,0.253082034,0.196,0.103,0.254332717,TAM
ALCAM,ALCAM,1.33E-05,0.302379808,0.142,0.066,0.254425508,TAM
GAS6,GAS6,1.33E-05,-0.322203697,0.054,0.172,0.254529382,TAM
ACE,ACE,1.39E-05,-0.348200767,0.029,0.135,0.264966005,TAM
UBR1,UBR1,1.39E-05,-0.309258352,0.054,0.172,0.265645811,TAM
FAM127A,FAM127A,1.44E-05,-0.342512664,0.123,0.26,0.275145977,TAM
KLC1,KLC1,1.46E-05,-0.281742594,0.083,0.212,0.278183012,TAM
OXSR1,OXSR1,1.46E-05,0.268548513,0.167,0.082,0.278402112,TAM
NQO1,NQO1,1.46E-05,-0.293157537,0.029,0.135,0.278744135,TAM
LSM14A,LSM14A,1.47E-05,-0.313262037,0.186,0.348,0.280384568,TAM
GOLGA4,GOLGA4,1.47E-05,-0.261957171,0.147,0.304,0.281577295,TAM
IGFBP3,IGFBP3,1.48E-05,-0.855748915,0.015,0.111,0.283480015,TAM
ANPEP,ANPEP,1.50E-05,0.386976099,0.172,0.086,0.285646633,TAM
GJC1,GJC1,1.53E-05,-0.327736298,0.025,0.126,0.292009587,TAM
FAM107A,FAM107A,1.53E-05,-0.310981813,0.015,0.112,0.292623491,TAM
SLC8B1,SLC8B1,1.57E-05,0.280822432,0.147,0.068,0.300805363,TAM
FIS1,FIS1,1.58E-05,-0.428090087,0.466,0.594,0.300986285,TAM
TEK,TEK,1.59E-05,-0.251465834,0.01,0.102,0.304363608,TAM
ADGRG1,ADGRG1,1.62E-05,-0.25984512,0.02,0.118,0.309892805,TAM
NSRP1,NSRP1,1.66E-05,-0.396432288,0.181,0.328,0.31632262,TAM
LTBP1,LTBP1,1.67E-05,-0.329216449,0.015,0.109,0.318662051,TAM
EIF3M,EIF3M,1.67E-05,0.414732865,0.505,0.407,0.319998203,TAM
RSF1,RSF1,1.71E-05,-0.391057414,0.186,0.332,0.326056829,TAM
PPM1K,PPM1K,1.72E-05,-0.264467254,0.064,0.188,0.32783296,TAM
CSPG4,CSPG4,1.72E-05,-0.293308656,0.01,0.101,0.329269004,TAM
SNRPN,SNRPN,1.74E-05,-0.26973515,0.211,0.377,0.332887648,TAM
ARID3A,ARID3A,1.77E-05,0.283321423,0.147,0.068,0.337828888,TAM
MOB2,MOB2,1.80E-05,-0.329799384,0.118,0.255,0.34342471,TAM
SERPING1,SERPING1,1.82E-05,-0.945726049,0.23,0.349,0.347357671,TAM
SCOC,SCOC,1.84E-05,-0.287861703,0.118,0.256,0.352468532,TAM
C4BPB,C4BPB,1.90E-05,-0.539311593,0.025,0.122,0.36357039,TAM
DYNLL1,DYNLL1,1.96E-05,-0.44180771,0.804,0.86,0.374397523,TAM
NDRG1,NDRG1,1.97E-05,-0.507572673,0.147,0.281,0.37706612,TAM
RARA,RARA,2.00E-05,0.442071076,0.27,0.17,0.381281176,TAM
SRP9,SRP9,2.01E-05,-0.417677169,0.407,0.549,0.383856447,TAM
MYLIP,MYLIP,2.02E-05,-0.515135525,0.186,0.315,0.385915323,TAM
DNAJC4,DNAJC4,2.03E-05,0.303449814,0.348,0.241,0.388159816,TAM
AHSA1,AHSA1,2.18E-05,-0.398679908,0.24,0.4,0.415787302,TAM
TMEM205,TMEM205,2.18E-05,-0.381939588,0.235,0.394,0.415787528,TAM
KNOP1,KNOP1,2.25E-05,-0.265495108,0.074,0.198,0.430332018,TAM
LGALS3BP,LGALS3BP,2.26E-05,-0.531445063,0.108,0.233,0.43238554,TAM
CYTH2,CYTH2,2.28E-05,-0.294285441,0.137,0.284,0.436454946,TAM
TFRC,TFRC,2.30E-05,0.445960039,0.196,0.107,0.439291249,TAM
CFB,CFB,2.30E-05,-0.292172851,0.015,0.107,0.440204606,TAM
TNFRSF4,TNFRSF4,2.34E-05,-0.507198136,0.054,0.164,0.447886598,TAM
RHOC,RHOC,2.39E-05,-0.601492756,0.48,0.546,0.456201219,TAM
MAPK3,MAPK3,2.41E-05,-0.272217449,0.059,0.175,0.460366828,TAM
CERS2,CERS2,2.42E-05,-0.30129709,0.113,0.246,0.462164529,TAM
GIMAP1,GIMAP1,2.44E-05,-0.467263165,0.093,0.211,0.466711863,TAM
GUCY1B3,GUCY1B3,2.45E-05,-0.291535371,0.025,0.123,0.467738801,TAM
FRY,FRY,2.49E-05,-0.289284761,0.054,0.165,0.475256389,TAM
GAMT,GAMT,2.56E-05,-0.479626343,0.137,0.262,0.488506997,TAM
PTRHD1,PTRHD1,2.57E-05,0.305639275,0.353,0.246,0.491978073,TAM
TFF3,TFF3,2.60E-05,-0.474279858,0.02,0.114,0.497341838,TAM
PSMB5,PSMB5,2.66E-05,-0.382113571,0.314,0.456,0.508721802,TAM
PPP2R5E,PPP2R5E,2.75E-05,-0.273505234,0.108,0.238,0.525810788,TAM
ACVRL1,ACVRL1,2.76E-05,-0.26317966,0.029,0.129,0.52637554,TAM
HSPD1,HSPD1,2.79E-05,-0.414702686,0.559,0.72,0.533216066,TAM
LCK,LCK,2.79E-05,-0.542356279,0.029,0.127,0.533419222,TAM
HMGB1,HMGB1,2.83E-05,-0.487704717,0.858,0.899,0.540990937,TAM
FOS,FOS,2.91E-05,-1.209837227,0.848,0.804,0.556131931,TAM
PLCE1,PLCE1,2.93E-05,-0.251084903,0.02,0.114,0.558935479,TAM
CD3G,CD3G,2.93E-05,-0.600398422,0.015,0.104,0.559079818,TAM
DYNLT3,DYNLT3,2.93E-05,-0.347672206,0.132,0.268,0.559596993,TAM
FLNB,FLNB,2.94E-05,-0.259147696,0.049,0.159,0.561717597,TAM
SYAP1,SYAP1,2.95E-05,0.454009833,0.456,0.35,0.563298832,TAM
PPIB,PPIB,3.00E-05,-0.361945787,0.681,0.782,0.572908907,TAM
TRAPPC1,TRAPPC1,3.03E-05,0.303266326,0.578,0.47,0.578821863,TAM
FHL2,FHL2,3.04E-05,-0.353787904,0.02,0.112,0.581246776,TAM
SPRED1,SPRED1,3.06E-05,0.273024852,0.152,0.074,0.58553698,TAM
ARL3,ARL3,3.18E-05,-0.296794658,0.108,0.235,0.608342075,TAM
RNF152,RNF152,3.20E-05,-0.3097998,0.02,0.113,0.612314463,TAM
SUGT1,SUGT1,3.25E-05,-0.343199373,0.147,0.282,0.620642479,TAM
GNL1,GNL1,3.26E-05,-0.299564604,0.123,0.256,0.62227327,TAM
SHISA5,SHISA5,3.27E-05,-0.305363562,0.152,0.295,0.624487099,TAM
BSG,BSG,3.30E-05,-0.405502608,0.51,0.644,0.63079672,TAM
CEBPB,CEBPB,3.31E-05,0.440193975,0.196,0.11,0.63244318,TAM
CORO1C,CORO1C,3.33E-05,0.320596466,0.245,0.149,0.635458525,TAM
AADAC,AADAC,3.37E-05,-0.410969275,0.015,0.103,0.643234614,TAM
RBMS1,RBMS1,3.41E-05,-0.405841514,0.176,0.311,0.651510503,TAM
ZNF581,ZNF581,3.48E-05,0.277823288,0.201,0.114,0.665464887,TAM
YAF2,YAF2,3.49E-05,-0.331662561,0.113,0.242,0.666046437,TAM
CHMP3,CHMP3,3.50E-05,-0.297368359,0.176,0.324,0.669288095,TAM
AP3M2,AP3M2,3.51E-05,-0.260503191,0.015,0.104,0.669702254,TAM
SPG21,SPG21,3.52E-05,0.395883767,0.353,0.258,0.673032162,TAM
AMZ2,AMZ2,3.56E-05,0.318737306,0.25,0.154,0.68013969,TAM
N4BP2L2,N4BP2L2,3.76E-05,-0.401635826,0.51,0.66,0.71801351,TAM
MGST3,MGST3,3.82E-05,-0.591003562,0.578,0.643,0.73015074,TAM
CPB2,CPB2,3.84E-05,-0.502518805,0.02,0.11,0.734354145,TAM
PLA2G16,PLA2G16,3.88E-05,-0.26240697,0.113,0.248,0.741883412,TAM
CCT7,CCT7,3.91E-05,-0.329314462,0.23,0.386,0.747877661,TAM
BTG2,BTG2,3.92E-05,-0.844138178,0.515,0.604,0.748025033,TAM
TBC1D15,TBC1D15,3.92E-05,-0.254495185,0.088,0.214,0.74828932,TAM
CCL14,CCL14,3.93E-05,-0.353076745,0.015,0.103,0.751588556,TAM
CES2,CES2,3.94E-05,-0.538978933,0.074,0.183,0.752805327,TAM
CTSL,CTSL,3.96E-05,0.91344822,0.373,0.298,0.755788046,TAM
CCDC102B,CCDC102B,3.99E-05,-0.374343344,0.025,0.117,0.762227002,TAM
EIF2S3,EIF2S3,3.99E-05,0.301429842,0.422,0.311,0.762976536,TAM
SMARCC2,SMARCC2,4.00E-05,-0.30444471,0.074,0.186,0.763832376,TAM
SMC3,SMC3,4.01E-05,-0.353026278,0.118,0.245,0.765405524,TAM
MLXIPL,MLXIPL,4.16E-05,-0.293700254,0.02,0.111,0.794165255,TAM
ZFAND2A,ZFAND2A,4.22E-05,-0.695289732,0.294,0.451,0.806820434,TAM
PHF1,PHF1,4.30E-05,-0.272644966,0.093,0.218,0.820885176,TAM
RSL1D1,RSL1D1,4.34E-05,0.287843646,0.49,0.388,0.828905021,TAM
PRKCH,PRKCH,4.39E-05,-0.356676807,0.054,0.16,0.838491945,TAM
UBXN1,UBXN1,4.51E-05,0.252141538,0.662,0.527,0.86204409,TAM
NDRG2,NDRG2,4.52E-05,-0.562392044,0.201,0.33,0.863903893,TAM
GTF2I,GTF2I,4.54E-05,-0.35274512,0.23,0.375,0.866481631,TAM
MBD4,MBD4,4.73E-05,-0.297425999,0.069,0.179,0.903213772,TAM
PCMTD1,PCMTD1,4.84E-05,-0.308518539,0.172,0.315,0.925053335,TAM
GRINA,GRINA,4.94E-05,0.340638735,0.299,0.2,0.943627264,TAM
LDLRAD4,LDLRAD4,4.97E-05,0.257927735,0.176,0.092,0.950293505,TAM
LSM4,LSM4,5.03E-05,0.335662319,0.461,0.358,0.961938498,TAM
NDUFB5,NDUFB5,5.04E-05,0.308905432,0.544,0.421,0.963142244,TAM
YTHDF3,YTHDF3,5.06E-05,0.373933084,0.225,0.137,0.965938244,TAM
SURF4,SURF4,5.13E-05,-0.269302835,0.162,0.307,0.980213602,TAM
LUZP1,LUZP1,5.21E-05,-0.418500067,0.142,0.264,0.994563631,TAM
BLOC1S6,BLOC1S6,5.22E-05,0.385775535,0.304,0.204,0.996666186,TAM
UXT,UXT,5.31E-05,0.300679533,0.608,0.509,1,TAM
LRP10,LRP10,5.51E-05,-0.286157341,0.172,0.314,1,TAM
ANKRD28,ANKRD28,5.61E-05,-0.398617643,0.245,0.392,1,TAM
ECI2,ECI2,5.69E-05,-0.368303874,0.127,0.252,1,TAM
EHMT1,EHMT1,5.71E-05,-0.258421304,0.103,0.229,1,TAM
EI24,EI24,5.79E-05,-0.286184013,0.225,0.375,1,TAM
C21orf59,C21orf59,5.82E-05,-0.264431477,0.093,0.213,1,TAM
GZF1,GZF1,5.84E-05,0.250464113,0.113,0.049,1,TAM
SLC38A2,SLC38A2,5.88E-05,-0.416840227,0.309,0.462,1,TAM
LINC01485,LINC01485,5.91E-05,-0.390301828,0.025,0.115,1,TAM
HSPA2,HSPA2,5.94E-05,-0.2534545,0.025,0.116,1,TAM
PPP1R16A,PPP1R16A,6.11E-05,-0.353029084,0.049,0.15,1,TAM
MAP2K3,MAP2K3,6.13E-05,0.419056195,0.348,0.254,1,TAM
ISCA1,ISCA1,6.18E-05,-0.27891524,0.142,0.276,1,TAM
PGM2L1,PGM2L1,6.19E-05,-0.292864088,0.044,0.143,1,TAM
KIAA0040,KIAA0040,6.27E-05,-0.280472435,0.078,0.194,1,TAM
ARL5B,ARL5B,6.32E-05,0.361082558,0.275,0.174,1,TAM
TRBC2,TRBC2,6.36E-05,-0.871586768,0.064,0.165,1,TAM
MRFAP1,MRFAP1,6.74E-05,-0.447203208,0.466,0.568,1,TAM
ALDH1A1,ALDH1A1,6.79E-05,-0.549223462,0.113,0.229,1,TAM
SUMO3,SUMO3,7.10E-05,0.287205106,0.466,0.36,1,TAM
IGLC2,IGLC2,7.20E-05,-5.788452542,0.191,0.305,1,TAM
EMC4,EMC4,7.25E-05,-0.253853328,0.235,0.393,1,TAM
SERINC3,SERINC3,7.26E-05,-0.342272175,0.23,0.373,1,TAM
TMEM255B,TMEM255B,7.38E-05,-0.322303968,0.049,0.15,1,TAM
GINM1,GINM1,8.02E-05,-0.294211846,0.147,0.277,1,TAM
ITIH3,ITIH3,8.07E-05,-0.48013312,0.039,0.133,1,TAM
NDUFC1,NDUFC1,8.29E-05,-0.338884191,0.304,0.449,1,TAM
DCP2,DCP2,8.38E-05,0.299203377,0.225,0.136,1,TAM
ADAM17,ADAM17,8.38E-05,0.305430597,0.279,0.181,1,TAM
CHST12,CHST12,8.57E-05,-0.296326695,0.127,0.252,1,TAM
C3orf58,C3orf58,8.69E-05,0.295918503,0.162,0.085,1,TAM
MGMT,MGMT,8.89E-05,-0.28836056,0.245,0.386,1,TAM
TCEAL8,TCEAL8,9.21E-05,-0.282034207,0.201,0.344,1,TAM
PDLIM2,PDLIM2,9.39E-05,-0.363393412,0.132,0.251,1,TAM
KDELR2,KDELR2,9.56E-05,-0.331496806,0.392,0.549,1,TAM
POLR2I,POLR2I,9.61E-05,-0.285757891,0.24,0.385,1,TAM
SCAMP2,SCAMP2,9.74E-05,0.259775757,0.309,0.213,1,TAM
HIF1A,HIF1A,9.84E-05,0.310419957,0.353,0.248,1,TAM
POLR2J3,POLR2J3,9.97E-05,-0.366591651,0.284,0.432,1,TAM
APLP2,APLP2,1.01E-04,0.313363948,0.603,0.455,1,TAM
MRPS18B,MRPS18B,1.01E-04,-0.269669003,0.157,0.291,1,TAM
ADPGK,ADPGK,1.03E-04,0.250516577,0.23,0.14,1,TAM
BUB3,BUB3,1.04E-04,-0.361680442,0.172,0.304,1,TAM
CCL20,CCL20,1.09E-04,0.49758861,0.108,0.047,1,TAM
VWF,VWF,1.09E-04,-0.764855245,0.074,0.175,1,TAM
ATP5J,ATP5J,1.09E-04,-0.415110578,0.637,0.711,1,TAM
UPP1,UPP1,1.12E-04,0.383480545,0.363,0.256,1,TAM
RNF19A,RNF19A,1.14E-04,-0.454214453,0.093,0.206,1,TAM
VCL,VCL,1.15E-04,-0.305136475,0.078,0.185,1,TAM
CCT3,CCT3,1.17E-04,-0.351605829,0.358,0.505,1,TAM
DPH3,DPH3,1.18E-04,0.279076429,0.245,0.155,1,TAM
BAG3,BAG3,1.19E-04,-0.473855186,0.299,0.454,1,TAM
BEX4,BEX4,1.20E-04,0.265847496,0.27,0.168,1,TAM
SRSF11,SRSF11,1.21E-04,-0.388381,0.451,0.583,1,TAM
MASP2,MASP2,1.23E-04,-0.354874296,0.02,0.101,1,TAM
KMT2E,KMT2E,1.23E-04,-0.414585783,0.373,0.517,1,TAM
CDKN2C,CDKN2C,1.23E-04,-0.255618087,0.049,0.145,1,TAM
SNX18,SNX18,1.23E-04,0.273037256,0.142,0.072,1,TAM
MAPKAP1,MAPKAP1,1.25E-04,0.263973703,0.24,0.151,1,TAM
KRT8,KRT8,1.25E-04,-0.710166382,0.093,0.196,1,TAM
UBE2J1,UBE2J1,1.26E-04,-0.279106787,0.26,0.405,1,TAM
ACSL1,ACSL1,1.32E-04,0.307983825,0.152,0.081,1,TAM
C11orf58,C11orf58,1.32E-04,-0.378725737,0.505,0.636,1,TAM
NCOA7,NCOA7,1.33E-04,-0.255253319,0.103,0.219,1,TAM
SSTR2,SSTR2,1.33E-04,-0.291600321,0.044,0.138,1,TAM
CP,CP,1.34E-04,-0.564695642,0.025,0.107,1,TAM
TMEM9B,TMEM9B,1.34E-04,0.2860732,0.348,0.252,1,TAM
RAB2A,RAB2A,1.35E-04,-0.333951642,0.426,0.573,1,TAM
GADD45GIP1,GADD45GIP1,0.000137582,-0.335850747,0.441,0.579,1,TAM
HSD17B6,HSD17B6,0.000138664,-0.595740805,0.029,0.113,1,TAM
STK4,STK4,0.000140043,0.25061419,0.451,0.345,1,TAM
BTF3L4,BTF3L4,0.0001419,0.322161014,0.368,0.268,1,TAM
BOLA3,BOLA3,0.000143518,-0.276205289,0.127,0.249,1,TAM
GNAI3,GNAI3,0.000145917,0.314222939,0.475,0.361,1,TAM
ANGPTL3,ANGPTL3,0.000146058,-0.705561818,0.029,0.113,1,TAM
TIPARP,TIPARP,0.000147842,0.292555349,0.275,0.181,1,TAM
BACH1,BACH1,0.00014899,0.407650415,0.294,0.208,1,TAM
SPTSSA,SPTSSA,0.000149436,-0.321722881,0.201,0.333,1,TAM
AHI1,AHI1,0.00015167,-0.290280364,0.078,0.184,1,TAM
SLC12A2,SLC12A2,0.000152213,-0.369516078,0.088,0.195,1,TAM
ATRX,ATRX,0.000153903,-0.350642588,0.284,0.427,1,TAM
PGAP1,PGAP1,0.000154638,-0.265039149,0.02,0.1,1,TAM
TPPP3,TPPP3,0.00015747,-0.621729897,0.078,0.181,1,TAM
CA2,CA2,0.000159352,-0.493032014,0.093,0.197,1,TAM
COL1A1,COL1A1,0.000160798,-0.867944265,0.025,0.106,1,TAM
IKZF3,IKZF3,0.000162661,-0.372611482,0.029,0.115,1,TAM
ATF4,ATF4,0.000164269,-0.33796964,0.627,0.736,1,TAM
LINC00152,LINC00152,0.00016556,-0.402218542,0.304,0.432,1,TAM
ZNF638,ZNF638,0.000166381,-0.272366274,0.103,0.215,1,TAM
CACUL1,CACUL1,0.000166641,0.323538616,0.26,0.171,1,TAM
ARID4B,ARID4B,0.000167079,-0.429949425,0.289,0.418,1,TAM
IRF3,IRF3,0.000167546,-0.26591999,0.118,0.236,1,TAM
2-Sep,44806,0.000168584,-0.404072016,0.309,0.423,1,TAM
RBBP7,RBBP7,0.000170155,-0.305266236,0.157,0.279,1,TAM
MRPL17,MRPL17,0.000173303,-0.296113029,0.113,0.228,1,TAM
IGF2,IGF2,0.000180151,-0.642612402,0.034,0.119,1,TAM
THOC6,THOC6,0.000186628,0.250633954,0.206,0.122,1,TAM
AIDA,AIDA,0.000187376,-0.300169657,0.147,0.263,1,TAM
UQCRFS1,UQCRFS1,0.000188822,0.263463275,0.5,0.399,1,TAM
